edgeID,from,to,networkCanvasEgoUUID,networkCanvasUUID,networkCanvasSourceUUID,networkCanvasTargetUUID
15,2,13,bf16fac6-166d-4fc5-8e3f-b8605db241c4,d17d9891-1b27-49fe-b17c-5658eb209eca,2494aa82-2d42-4349-b366-4d21a1f3e07f,64aab2ff-fd48-4a63-8d7a-b7cad9a8b2fc
16,2,15,bf16fac6-166d-4fc5-8e3f-b8605db241c4,595d35d0-a38d-43ea-a631-400cfe854094,2494aa82-2d42-4349-b366-4d21a1f3e07f,d80d90f4-5fd7-4e21-8c53-aab42e915a65
17,3,4,bf16fac6-166d-4fc5-8e3f-b8605db241c4,59ce5aa3-0eea-4d53-bffd-9014fcb46442,a5c6a5ef-2333-4f31-9aff-0fbba99d37ae,e8829a16-d62b-407a-95c7-56938411e20d
18,3,5,bf16fac6-166d-4fc5-8e3f-b8605db241c4,2ea55e59-6e70-4d08-ba51-ab379aba87a3,a5c6a5ef-2333-4f31-9aff-0fbba99d37ae,567ba727-600b-41c3-a919-c76299d441b4
19,3,6,bf16fac6-166d-4fc5-8e3f-b8605db241c4,2b13591d-8233-42cd-9aed-c292dc4d87fc,a5c6a5ef-2333-4f31-9aff-0fbba99d37ae,7d1ac8df-279b-4ced-b19b-d28da55fb88a
20,3,7,bf16fac6-166d-4fc5-8e3f-b8605db241c4,5745fd62-f417-4397-b477-6cdefec0a9c6,a5c6a5ef-2333-4f31-9aff-0fbba99d37ae,556a7b81-8228-489e-a4dc-8caf25c524ec
21,4,6,bf16fac6-166d-4fc5-8e3f-b8605db241c4,051a79c5-1941-433f-9f83-229b0e2a01e4,e8829a16-d62b-407a-95c7-56938411e20d,7d1ac8df-279b-4ced-b19b-d28da55fb88a
22,4,9,bf16fac6-166d-4fc5-8e3f-b8605db241c4,417cda6b-d855-42f2-a352-6541c7756287,e8829a16-d62b-407a-95c7-56938411e20d,fc82a21e-0572-46f7-91aa-0f4c5c9a18fb
23,4,11,bf16fac6-166d-4fc5-8e3f-b8605db241c4,8ac3e9e8-c1b1-4f10-b369-c346fb7fcf24,e8829a16-d62b-407a-95c7-56938411e20d,2aee04f1-86ee-485d-a097-37dafe34aff5
24,4,13,bf16fac6-166d-4fc5-8e3f-b8605db241c4,edf0d198-d481-4ba8-b257-26a1d81d5622,e8829a16-d62b-407a-95c7-56938411e20d,64aab2ff-fd48-4a63-8d7a-b7cad9a8b2fc
25,5,6,bf16fac6-166d-4fc5-8e3f-b8605db241c4,0b13b587-a60e-4fba-8715-11c81d2f58d0,567ba727-600b-41c3-a919-c76299d441b4,7d1ac8df-279b-4ced-b19b-d28da55fb88a
26,5,7,bf16fac6-166d-4fc5-8e3f-b8605db241c4,bd25c274-0379-4371-a609-479349209858,567ba727-600b-41c3-a919-c76299d441b4,556a7b81-8228-489e-a4dc-8caf25c524ec
27,5,8,bf16fac6-166d-4fc5-8e3f-b8605db241c4,b7cc30a2-8959-4778-a405-80073b7b2648,567ba727-600b-41c3-a919-c76299d441b4,b7ed4fc5-2c20-4bb0-b82c-9bdc38fa2dc7
28,5,9,bf16fac6-166d-4fc5-8e3f-b8605db241c4,953df8f6-5d82-452f-b39b-68142de0ecad,567ba727-600b-41c3-a919-c76299d441b4,fc82a21e-0572-46f7-91aa-0f4c5c9a18fb
29,5,10,bf16fac6-166d-4fc5-8e3f-b8605db241c4,03c4b10f-9cd0-4703-8825-848285c342ba,567ba727-600b-41c3-a919-c76299d441b4,c8c1707e-53b9-4d77-ba10-4e3f9c5d501b
30,5,11,bf16fac6-166d-4fc5-8e3f-b8605db241c4,d4defb63-a764-471d-941e-91bd42a7dd1d,567ba727-600b-41c3-a919-c76299d441b4,2aee04f1-86ee-485d-a097-37dafe34aff5
31,5,12,bf16fac6-166d-4fc5-8e3f-b8605db241c4,f79fa444-36fc-46df-b0f4-d5fce42d5a43,567ba727-600b-41c3-a919-c76299d441b4,2b87e2b0-f87b-47c5-bba2-ee5a4894d9c6
32,5,13,bf16fac6-166d-4fc5-8e3f-b8605db241c4,b6f14d7b-0d1c-49af-93a2-229de7abc1d3,567ba727-600b-41c3-a919-c76299d441b4,64aab2ff-fd48-4a63-8d7a-b7cad9a8b2fc
33,5,14,bf16fac6-166d-4fc5-8e3f-b8605db241c4,1680e687-ba76-4c64-ae35-b1c94b5d4f17,567ba727-600b-41c3-a919-c76299d441b4,d6dab597-7518-41f1-8705-804834152456
34,5,15,bf16fac6-166d-4fc5-8e3f-b8605db241c4,249e2763-ba16-4a9b-93bc-0ba3f73824a0,567ba727-600b-41c3-a919-c76299d441b4,d80d90f4-5fd7-4e21-8c53-aab42e915a65
35,6,7,bf16fac6-166d-4fc5-8e3f-b8605db241c4,18ea0393-b384-45d1-8c5b-f7d71916fa49,7d1ac8df-279b-4ced-b19b-d28da55fb88a,556a7b81-8228-489e-a4dc-8caf25c524ec
36,6,9,bf16fac6-166d-4fc5-8e3f-b8605db241c4,e8a4a1c4-ef48-4280-87b3-b626ec654ce3,7d1ac8df-279b-4ced-b19b-d28da55fb88a,fc82a21e-0572-46f7-91aa-0f4c5c9a18fb
37,6,10,bf16fac6-166d-4fc5-8e3f-b8605db241c4,d932acd1-7bc4-4e9c-813d-4a230a199b0a,7d1ac8df-279b-4ced-b19b-d28da55fb88a,c8c1707e-53b9-4d77-ba10-4e3f9c5d501b
38,6,12,bf16fac6-166d-4fc5-8e3f-b8605db241c4,1ea869f9-1679-4ff3-98c3-f9f73381e2ab,7d1ac8df-279b-4ced-b19b-d28da55fb88a,2b87e2b0-f87b-47c5-bba2-ee5a4894d9c6
39,6,14,bf16fac6-166d-4fc5-8e3f-b8605db241c4,b8b5f422-a57d-4035-b128-6027bf4a650d,7d1ac8df-279b-4ced-b19b-d28da55fb88a,d6dab597-7518-41f1-8705-804834152456
40,7,8,bf16fac6-166d-4fc5-8e3f-b8605db241c4,9b7d3342-75a6-4087-afb1-40e5ccf2f70d,556a7b81-8228-489e-a4dc-8caf25c524ec,b7ed4fc5-2c20-4bb0-b82c-9bdc38fa2dc7
41,7,10,bf16fac6-166d-4fc5-8e3f-b8605db241c4,b1fd68a5-4238-40a3-9d01-78cd3a5062d9,556a7b81-8228-489e-a4dc-8caf25c524ec,c8c1707e-53b9-4d77-ba10-4e3f9c5d501b
42,7,12,bf16fac6-166d-4fc5-8e3f-b8605db241c4,8d6b5a8a-05af-4cc7-978a-d1a95ab8d599,556a7b81-8228-489e-a4dc-8caf25c524ec,2b87e2b0-f87b-47c5-bba2-ee5a4894d9c6
43,7,15,bf16fac6-166d-4fc5-8e3f-b8605db241c4,d6ea2924-bb85-4038-99fb-c7bb64fda7d1,556a7b81-8228-489e-a4dc-8caf25c524ec,d80d90f4-5fd7-4e21-8c53-aab42e915a65
44,8,9,bf16fac6-166d-4fc5-8e3f-b8605db241c4,58fb853c-e476-48a1-b833-ab9c18ac0e3d,b7ed4fc5-2c20-4bb0-b82c-9bdc38fa2dc7,fc82a21e-0572-46f7-91aa-0f4c5c9a18fb
45,8,10,bf16fac6-166d-4fc5-8e3f-b8605db241c4,185154f1-5500-438d-b22e-9d247217a059,b7ed4fc5-2c20-4bb0-b82c-9bdc38fa2dc7,c8c1707e-53b9-4d77-ba10-4e3f9c5d501b
46,8,12,bf16fac6-166d-4fc5-8e3f-b8605db241c4,98801d78-f48d-40e2-bffa-33285369abe5,b7ed4fc5-2c20-4bb0-b82c-9bdc38fa2dc7,2b87e2b0-f87b-47c5-bba2-ee5a4894d9c6
47,8,13,bf16fac6-166d-4fc5-8e3f-b8605db241c4,ba403624-a274-4d8f-97c6-b5e5204042db,b7ed4fc5-2c20-4bb0-b82c-9bdc38fa2dc7,64aab2ff-fd48-4a63-8d7a-b7cad9a8b2fc
48,8,15,bf16fac6-166d-4fc5-8e3f-b8605db241c4,f6c9c2c9-c8e7-485f-b0b0-5f5177e17065,b7ed4fc5-2c20-4bb0-b82c-9bdc38fa2dc7,d80d90f4-5fd7-4e21-8c53-aab42e915a65
49,9,11,bf16fac6-166d-4fc5-8e3f-b8605db241c4,71eccd8f-9bf8-4124-9b24-ca0e90946224,fc82a21e-0572-46f7-91aa-0f4c5c9a18fb,2aee04f1-86ee-485d-a097-37dafe34aff5
50,9,12,bf16fac6-166d-4fc5-8e3f-b8605db241c4,0ac2f953-a829-4c2f-95bf-bcc0a855cb24,fc82a21e-0572-46f7-91aa-0f4c5c9a18fb,2b87e2b0-f87b-47c5-bba2-ee5a4894d9c6
51,9,13,bf16fac6-166d-4fc5-8e3f-b8605db241c4,2d9ffc07-00e4-489b-96d0-8bbad3e47ec9,fc82a21e-0572-46f7-91aa-0f4c5c9a18fb,64aab2ff-fd48-4a63-8d7a-b7cad9a8b2fc
52,9,15,bf16fac6-166d-4fc5-8e3f-b8605db241c4,1a3b454f-d74d-4fbd-a8e9-ba64934be8ec,fc82a21e-0572-46f7-91aa-0f4c5c9a18fb,d80d90f4-5fd7-4e21-8c53-aab42e915a65
53,10,13,bf16fac6-166d-4fc5-8e3f-b8605db241c4,30047167-d9ea-4494-b9d8-132862e1e406,c8c1707e-53b9-4d77-ba10-4e3f9c5d501b,64aab2ff-fd48-4a63-8d7a-b7cad9a8b2fc
54,10,14,bf16fac6-166d-4fc5-8e3f-b8605db241c4,03dddf66-4314-452b-80fb-2054dde8f76f,c8c1707e-53b9-4d77-ba10-4e3f9c5d501b,d6dab597-7518-41f1-8705-804834152456
55,10,15,bf16fac6-166d-4fc5-8e3f-b8605db241c4,51911f62-2542-4958-b4b4-06651f43a948,c8c1707e-53b9-4d77-ba10-4e3f9c5d501b,d80d90f4-5fd7-4e21-8c53-aab42e915a65
56,11,12,bf16fac6-166d-4fc5-8e3f-b8605db241c4,40014eef-67a9-4651-b22a-21aa7ba6eb2d,2aee04f1-86ee-485d-a097-37dafe34aff5,2b87e2b0-f87b-47c5-bba2-ee5a4894d9c6
57,11,13,bf16fac6-166d-4fc5-8e3f-b8605db241c4,672eb574-5a1c-42d2-adcd-d4702db811f5,2aee04f1-86ee-485d-a097-37dafe34aff5,64aab2ff-fd48-4a63-8d7a-b7cad9a8b2fc
58,11,14,bf16fac6-166d-4fc5-8e3f-b8605db241c4,946254cb-c07f-4109-85f8-9b0cf5221376,2aee04f1-86ee-485d-a097-37dafe34aff5,d6dab597-7518-41f1-8705-804834152456
59,11,15,bf16fac6-166d-4fc5-8e3f-b8605db241c4,52c42583-4700-42ec-9b90-b9774b8ce4b2,2aee04f1-86ee-485d-a097-37dafe34aff5,d80d90f4-5fd7-4e21-8c53-aab42e915a65
60,12,13,bf16fac6-166d-4fc5-8e3f-b8605db241c4,f23309c1-30ca-4b1a-923d-697fa3953807,2b87e2b0-f87b-47c5-bba2-ee5a4894d9c6,64aab2ff-fd48-4a63-8d7a-b7cad9a8b2fc
61,12,14,bf16fac6-166d-4fc5-8e3f-b8605db241c4,65da798f-9345-4fb0-877c-5d7f7126fe7c,2b87e2b0-f87b-47c5-bba2-ee5a4894d9c6,d6dab597-7518-41f1-8705-804834152456
62,12,15,bf16fac6-166d-4fc5-8e3f-b8605db241c4,d3cf1db5-f4dc-43ad-89bf-868b37b8fb85,2b87e2b0-f87b-47c5-bba2-ee5a4894d9c6,d80d90f4-5fd7-4e21-8c53-aab42e915a65
63,13,14,bf16fac6-166d-4fc5-8e3f-b8605db241c4,5ade646e-4ac5-4968-92a1-a0ad1daa9fcf,64aab2ff-fd48-4a63-8d7a-b7cad9a8b2fc,d6dab597-7518-41f1-8705-804834152456
64,13,15,bf16fac6-166d-4fc5-8e3f-b8605db241c4,1363ad24-dad5-4674-aba2-4cc6f31cdbe1,64aab2ff-fd48-4a63-8d7a-b7cad9a8b2fc,d80d90f4-5fd7-4e21-8c53-aab42e915a65
65,14,15,bf16fac6-166d-4fc5-8e3f-b8605db241c4,eced4414-d6be-48aa-9c67-92f7b00ca8f2,d6dab597-7518-41f1-8705-804834152456,d80d90f4-5fd7-4e21-8c53-aab42e915a65
