edgeID,from,to,networkCanvasEgoUUID,networkCanvasUUID,networkCanvasSourceUUID,networkCanvasTargetUUID
13,2,10,4ca84577-d4a8-4928-a784-a4d376d65c92,86dbb3f8-0d0e-4820-85b6-7abe4f5d80c0,466754b3-4a6f-4d40-b0e5-0ee8a4463947,1bcc59f3-14fd-454a-9728-51f1414f2f90
14,2,11,4ca84577-d4a8-4928-a784-a4d376d65c92,7cff7225-235d-4cb3-87f8-ceb18ef04161,466754b3-4a6f-4d40-b0e5-0ee8a4463947,f36ea16e-d3cc-455e-b3e7-71a7356b9a92
15,3,4,4ca84577-d4a8-4928-a784-a4d376d65c92,e66c3089-f436-4fca-8633-377116987783,e7a9e16f-9de7-427f-9eb7-c108a4b06374,09c5807a-1ec9-499c-bd86-51e35c9faf78
16,3,5,4ca84577-d4a8-4928-a784-a4d376d65c92,941fb52a-aa33-4b7d-9a7f-9fc1adfb76fd,e7a9e16f-9de7-427f-9eb7-c108a4b06374,9de390ad-ef07-4735-81ae-dedac463de47
17,3,6,4ca84577-d4a8-4928-a784-a4d376d65c92,b1c4a8f9-c08e-47ba-8b6d-a93917afc8c2,e7a9e16f-9de7-427f-9eb7-c108a4b06374,0436493e-e8c8-4753-9ec6-67535f641f34
18,3,7,4ca84577-d4a8-4928-a784-a4d376d65c92,73faddf9-98c1-41dc-a11d-718c36810c3f,e7a9e16f-9de7-427f-9eb7-c108a4b06374,1525c284-e7bd-403d-8975-6f6b1d3b1acf
19,3,8,4ca84577-d4a8-4928-a784-a4d376d65c92,cb234bea-ce92-4de6-aa5c-036f03ee1e61,e7a9e16f-9de7-427f-9eb7-c108a4b06374,ebdcd1d7-9db2-45b1-81ac-35d9e77c0191
20,3,9,4ca84577-d4a8-4928-a784-a4d376d65c92,8377b78c-94e2-4e0b-b352-771687ea19f2,e7a9e16f-9de7-427f-9eb7-c108a4b06374,0ccc683b-c080-414f-9946-3f45d58287c6
21,3,10,4ca84577-d4a8-4928-a784-a4d376d65c92,93736912-78e3-4815-8dbc-f51f246537cb,e7a9e16f-9de7-427f-9eb7-c108a4b06374,1bcc59f3-14fd-454a-9728-51f1414f2f90
22,3,11,4ca84577-d4a8-4928-a784-a4d376d65c92,64621105-86a1-49e0-9de4-e81f8adedc9e,e7a9e16f-9de7-427f-9eb7-c108a4b06374,f36ea16e-d3cc-455e-b3e7-71a7356b9a92
23,4,5,4ca84577-d4a8-4928-a784-a4d376d65c92,a6fa4327-9a1a-45fb-928f-b9870fbb8338,09c5807a-1ec9-499c-bd86-51e35c9faf78,9de390ad-ef07-4735-81ae-dedac463de47
24,4,6,4ca84577-d4a8-4928-a784-a4d376d65c92,5315d22a-098e-46e8-b836-c7eb486c4d98,09c5807a-1ec9-499c-bd86-51e35c9faf78,0436493e-e8c8-4753-9ec6-67535f641f34
25,4,7,4ca84577-d4a8-4928-a784-a4d376d65c92,c28f5175-4b0c-4ab5-9537-c4c287dd8822,09c5807a-1ec9-499c-bd86-51e35c9faf78,1525c284-e7bd-403d-8975-6f6b1d3b1acf
26,4,9,4ca84577-d4a8-4928-a784-a4d376d65c92,f98203b8-f8e3-49fd-ab8e-7a2d0afba97d,09c5807a-1ec9-499c-bd86-51e35c9faf78,0ccc683b-c080-414f-9946-3f45d58287c6
27,4,10,4ca84577-d4a8-4928-a784-a4d376d65c92,30a4bc11-3d7b-40a6-adf1-45b7c03a0320,09c5807a-1ec9-499c-bd86-51e35c9faf78,1bcc59f3-14fd-454a-9728-51f1414f2f90
28,4,11,4ca84577-d4a8-4928-a784-a4d376d65c92,8a5ac935-dc7c-4b48-b14c-f239a0b5bed2,09c5807a-1ec9-499c-bd86-51e35c9faf78,f36ea16e-d3cc-455e-b3e7-71a7356b9a92
29,5,6,4ca84577-d4a8-4928-a784-a4d376d65c92,5daf8f1c-baa4-40d9-927d-7e4753d0d2bf,9de390ad-ef07-4735-81ae-dedac463de47,0436493e-e8c8-4753-9ec6-67535f641f34
30,5,7,4ca84577-d4a8-4928-a784-a4d376d65c92,638dc8d3-f35f-4a9e-b9d5-51520c3f505d,9de390ad-ef07-4735-81ae-dedac463de47,1525c284-e7bd-403d-8975-6f6b1d3b1acf
31,5,8,4ca84577-d4a8-4928-a784-a4d376d65c92,24f12b1c-0550-47c5-bdaa-9699b2507859,9de390ad-ef07-4735-81ae-dedac463de47,ebdcd1d7-9db2-45b1-81ac-35d9e77c0191
32,5,9,4ca84577-d4a8-4928-a784-a4d376d65c92,63cffa76-4b6a-460f-98f9-4fea850805dd,9de390ad-ef07-4735-81ae-dedac463de47,0ccc683b-c080-414f-9946-3f45d58287c6
33,5,10,4ca84577-d4a8-4928-a784-a4d376d65c92,5b348b6d-98b0-4343-971a-10921a663a86,9de390ad-ef07-4735-81ae-dedac463de47,1bcc59f3-14fd-454a-9728-51f1414f2f90
34,5,11,4ca84577-d4a8-4928-a784-a4d376d65c92,190a833c-81f3-4bc3-b15f-3ec4f6bb403a,9de390ad-ef07-4735-81ae-dedac463de47,f36ea16e-d3cc-455e-b3e7-71a7356b9a92
35,6,7,4ca84577-d4a8-4928-a784-a4d376d65c92,45966fcb-deb3-4b7b-8239-a5d2c9181a56,0436493e-e8c8-4753-9ec6-67535f641f34,1525c284-e7bd-403d-8975-6f6b1d3b1acf
36,6,8,4ca84577-d4a8-4928-a784-a4d376d65c92,499b0dbe-03ff-4be9-a191-a9916f5f2d09,0436493e-e8c8-4753-9ec6-67535f641f34,ebdcd1d7-9db2-45b1-81ac-35d9e77c0191
37,6,9,4ca84577-d4a8-4928-a784-a4d376d65c92,b1c0be89-ea9a-4aa3-832d-55ed068fa7c1,0436493e-e8c8-4753-9ec6-67535f641f34,0ccc683b-c080-414f-9946-3f45d58287c6
38,6,10,4ca84577-d4a8-4928-a784-a4d376d65c92,c076307d-b218-4e27-a75c-77ed4f5355e8,0436493e-e8c8-4753-9ec6-67535f641f34,1bcc59f3-14fd-454a-9728-51f1414f2f90
39,6,11,4ca84577-d4a8-4928-a784-a4d376d65c92,9083efab-4e2c-4f77-93c0-f33c5ac65eaa,0436493e-e8c8-4753-9ec6-67535f641f34,f36ea16e-d3cc-455e-b3e7-71a7356b9a92
40,7,8,4ca84577-d4a8-4928-a784-a4d376d65c92,20311c15-789c-45f0-800d-d69a9930624b,1525c284-e7bd-403d-8975-6f6b1d3b1acf,ebdcd1d7-9db2-45b1-81ac-35d9e77c0191
41,7,9,4ca84577-d4a8-4928-a784-a4d376d65c92,10b88190-e356-468e-b727-7ee2e1cc55bc,1525c284-e7bd-403d-8975-6f6b1d3b1acf,0ccc683b-c080-414f-9946-3f45d58287c6
42,7,10,4ca84577-d4a8-4928-a784-a4d376d65c92,659dce18-ce55-4215-bcd4-5dd26b299350,1525c284-e7bd-403d-8975-6f6b1d3b1acf,1bcc59f3-14fd-454a-9728-51f1414f2f90
43,7,11,4ca84577-d4a8-4928-a784-a4d376d65c92,c811dac9-ea73-4878-a0e1-2f1a26f5f5f7,1525c284-e7bd-403d-8975-6f6b1d3b1acf,f36ea16e-d3cc-455e-b3e7-71a7356b9a92
44,8,9,4ca84577-d4a8-4928-a784-a4d376d65c92,bc43b1dd-792a-4a35-b59e-b45cee9a9d8b,ebdcd1d7-9db2-45b1-81ac-35d9e77c0191,0ccc683b-c080-414f-9946-3f45d58287c6
45,8,10,4ca84577-d4a8-4928-a784-a4d376d65c92,4ce9338b-3c12-4d2e-a8d2-cc1f8b3d96fe,ebdcd1d7-9db2-45b1-81ac-35d9e77c0191,1bcc59f3-14fd-454a-9728-51f1414f2f90
46,8,11,4ca84577-d4a8-4928-a784-a4d376d65c92,040d8ecf-7b46-4fd4-9ec6-7916de36e70c,ebdcd1d7-9db2-45b1-81ac-35d9e77c0191,f36ea16e-d3cc-455e-b3e7-71a7356b9a92
47,9,10,4ca84577-d4a8-4928-a784-a4d376d65c92,4f73096b-6eaf-43f8-b4a2-56265a700589,0ccc683b-c080-414f-9946-3f45d58287c6,1bcc59f3-14fd-454a-9728-51f1414f2f90
