edgeID,from,to,networkCanvasEgoUUID,networkCanvasUUID,networkCanvasSourceUUID,networkCanvasTargetUUID
53,10,13,2e2396d2-dc40-48fc-b253-0d2a36961e21,36d0da06-eb78-4d57-a782-63adb7fb16f0,5d200d21-a825-40e5-8254-e372fac13288,1df9f68c-3f9a-407c-ae4d-a9ad2a43013c
54,10,14,2e2396d2-dc40-48fc-b253-0d2a36961e21,f7b64bfc-9a81-4105-9b9a-39cd68ed0679,5d200d21-a825-40e5-8254-e372fac13288,de0c6fb0-2cce-4820-8bbc-ff0538e739bd
55,10,15,2e2396d2-dc40-48fc-b253-0d2a36961e21,753876c4-b1f9-4842-b091-acc4a4467435,5d200d21-a825-40e5-8254-e372fac13288,cd9ba578-340c-43cd-a739-1c9c194c9d60
56,11,12,2e2396d2-dc40-48fc-b253-0d2a36961e21,b332ced5-6772-42e6-9cb8-06befbba4c16,59a490c2-3aff-4917-b101-36e85aa3f326,3d2ef674-b9e4-4aaf-a86b-2b2c1fe0d740
57,11,13,2e2396d2-dc40-48fc-b253-0d2a36961e21,9c9c6bdd-5dd3-4f8c-a948-8f99a2ee6d54,59a490c2-3aff-4917-b101-36e85aa3f326,1df9f68c-3f9a-407c-ae4d-a9ad2a43013c
58,11,14,2e2396d2-dc40-48fc-b253-0d2a36961e21,37cd183b-43cc-467b-8dbf-3d0b5521abee,59a490c2-3aff-4917-b101-36e85aa3f326,de0c6fb0-2cce-4820-8bbc-ff0538e739bd
59,11,15,2e2396d2-dc40-48fc-b253-0d2a36961e21,1081fc10-1708-48ad-b2c2-a9bbb4284058,59a490c2-3aff-4917-b101-36e85aa3f326,cd9ba578-340c-43cd-a739-1c9c194c9d60
60,12,13,2e2396d2-dc40-48fc-b253-0d2a36961e21,e2c9839d-dcca-429a-ad99-e123286449b0,3d2ef674-b9e4-4aaf-a86b-2b2c1fe0d740,1df9f68c-3f9a-407c-ae4d-a9ad2a43013c
61,12,14,2e2396d2-dc40-48fc-b253-0d2a36961e21,f814b8f1-5b41-465c-9424-69dac7f1a1b3,3d2ef674-b9e4-4aaf-a86b-2b2c1fe0d740,de0c6fb0-2cce-4820-8bbc-ff0538e739bd
62,12,15,2e2396d2-dc40-48fc-b253-0d2a36961e21,a741fc45-76fb-495d-bbe3-db21366513b9,3d2ef674-b9e4-4aaf-a86b-2b2c1fe0d740,cd9ba578-340c-43cd-a739-1c9c194c9d60
63,13,14,2e2396d2-dc40-48fc-b253-0d2a36961e21,c13f71ea-99a5-43cb-b103-9265798b1b2d,1df9f68c-3f9a-407c-ae4d-a9ad2a43013c,de0c6fb0-2cce-4820-8bbc-ff0538e739bd
64,13,15,2e2396d2-dc40-48fc-b253-0d2a36961e21,31b0405c-846f-4c6e-bba2-428ac1063f2c,1df9f68c-3f9a-407c-ae4d-a9ad2a43013c,cd9ba578-340c-43cd-a739-1c9c194c9d60
65,14,15,2e2396d2-dc40-48fc-b253-0d2a36961e21,56631438-4e06-4500-873f-fdded6d8be85,de0c6fb0-2cce-4820-8bbc-ff0538e739bd,cd9ba578-340c-43cd-a739-1c9c194c9d60
