edgeID,from,to,networkCanvasEgoUUID,networkCanvasUUID,networkCanvasSourceUUID,networkCanvasTargetUUID
11,3,10,ed6d49be-0f88-4b75-a34d-e1cdd314c9ac,a10c4e84-58b6-4107-9fa4-4ad9f6b1970d,74c60eed-c0d8-4067-a069-cfc16be5b52a,743f06d8-7911-4e75-b72b-3cb55497f3f4
12,4,9,ed6d49be-0f88-4b75-a34d-e1cdd314c9ac,dc2bf372-ff0b-4038-80b6-98a7fc97c45f,2ae87a26-e1f6-48ff-842c-fb667e6ca794,87d61979-90b5-4a6b-af93-4a2dde43b4e5
13,4,10,ed6d49be-0f88-4b75-a34d-e1cdd314c9ac,ebb7e313-76df-422d-ab48-e1f2b4c5e0f6,2ae87a26-e1f6-48ff-842c-fb667e6ca794,743f06d8-7911-4e75-b72b-3cb55497f3f4
14,4,11,ed6d49be-0f88-4b75-a34d-e1cdd314c9ac,3570f457-9d8c-4d25-a2cf-7eeb6091fc63,2ae87a26-e1f6-48ff-842c-fb667e6ca794,022dcefa-6afb-46af-82bb-181feb6671af
15,4,12,ed6d49be-0f88-4b75-a34d-e1cdd314c9ac,f708c906-0363-454d-86e4-328f203572c4,2ae87a26-e1f6-48ff-842c-fb667e6ca794,5e0330d4-8818-41e1-aed8-a349972ab740
16,5,6,ed6d49be-0f88-4b75-a34d-e1cdd314c9ac,62075191-4d96-4d31-afd3-cffc8dfe047c,9d5fa31d-3c67-4011-a083-27777516fd45,57773b7c-384f-49f5-ac72-f71b7d9d8e19
17,5,7,ed6d49be-0f88-4b75-a34d-e1cdd314c9ac,472c03b8-04da-4761-b3f7-c5ffcf18539b,9d5fa31d-3c67-4011-a083-27777516fd45,6e1de23e-9d11-4642-9491-0aa038e7a222
18,5,8,ed6d49be-0f88-4b75-a34d-e1cdd314c9ac,0cf571b4-b3a9-48ce-b6a9-a82bf703ea93,9d5fa31d-3c67-4011-a083-27777516fd45,b2a9ab55-4473-4d59-be29-86cd13923701
19,5,12,ed6d49be-0f88-4b75-a34d-e1cdd314c9ac,22708130-4ac9-415a-98e8-eb9c2923391a,9d5fa31d-3c67-4011-a083-27777516fd45,5e0330d4-8818-41e1-aed8-a349972ab740
20,6,7,ed6d49be-0f88-4b75-a34d-e1cdd314c9ac,c39d3747-b593-4d68-ad3e-9746d48f61fe,57773b7c-384f-49f5-ac72-f71b7d9d8e19,6e1de23e-9d11-4642-9491-0aa038e7a222
21,6,8,ed6d49be-0f88-4b75-a34d-e1cdd314c9ac,193789ca-0b7f-4dbc-8c48-feba56136fcb,57773b7c-384f-49f5-ac72-f71b7d9d8e19,b2a9ab55-4473-4d59-be29-86cd13923701
22,9,10,ed6d49be-0f88-4b75-a34d-e1cdd314c9ac,649b3201-6251-4828-b13b-f52f182b4dc2,87d61979-90b5-4a6b-af93-4a2dde43b4e5,743f06d8-7911-4e75-b72b-3cb55497f3f4
23,9,11,ed6d49be-0f88-4b75-a34d-e1cdd314c9ac,90af0f4f-3e25-4f77-a70f-a5430d05e7ee,87d61979-90b5-4a6b-af93-4a2dde43b4e5,022dcefa-6afb-46af-82bb-181feb6671af
24,9,12,ed6d49be-0f88-4b75-a34d-e1cdd314c9ac,0f7a3233-eb06-4a20-83d1-a632b7ee78b0,87d61979-90b5-4a6b-af93-4a2dde43b4e5,5e0330d4-8818-41e1-aed8-a349972ab740
25,10,12,ed6d49be-0f88-4b75-a34d-e1cdd314c9ac,6dfc3ce8-7b7e-4597-be75-7ef5a3b103a7,743f06d8-7911-4e75-b72b-3cb55497f3f4,5e0330d4-8818-41e1-aed8-a349972ab740
26,11,12,ed6d49be-0f88-4b75-a34d-e1cdd314c9ac,538d7b80-70d1-483d-a374-444f787c28bd,022dcefa-6afb-46af-82bb-181feb6671af,5e0330d4-8818-41e1-aed8-a349972ab740
